scenario_id,scenario_family,n_assets,runtime_ms_prism,runtime_ms_gurobi,runtime_ms_osqp,objective_prism,objective_gurobi,objective_osqp,gap_raw_pct,gap_certified_pct,speedup_vs_gurobi_x,speedup_vs_osqp_x,quality_gate_status,speed_gate_vs_gurobi,speed_gate_vs_osqp,feasibility_gate,superiority_gate_status,certification_runtime_ms
transition_rebalance_real5000,transition,5000,8864.398508012528,182632.55428799312,92525.52405899041,3.995307397032171e-06,3.995674849341783e-06,5.982690284988629e-06,19.01970957152694,0.0091962515336395,20.60292687912345,10.437879566826403,CERTIFIED_PASS,True,True,True,PASS,7484.730290016159
tax_aware_transition_real5000,tax,5000,12003.900074982084,174751.3612420007,96166.15540900966,2.8669114452682404e-06,2.8668581917147096e-06,4.814551334029483e-06,18.370742228080648,0.0018575579944902208,14.557882034207248,8.011242580187272,CERTIFIED_PASS,True,True,True,PASS,10205.769098974997
crisis_resilience_real5000,crisis,5000,17630.75685899821,186329.39424400683,76418.32064001937,6.109049937903922e-06,6.10910969433571e-06,7.584472719743543e-06,24.959447504593456,0.0009781528696972551,10.568428555516599,4.334375503625515,CERTIFIED_PASS,True,True,True,PASS,16086.5192990168
market_impact_real5000,impact,5000,17087.464127020212,164036.49435698753,77158.19361398462,4.006261303117589e-06,4.005948873732742e-06,5.31761049510696e-06,18.1336837401871,0.007799135602958962,9.599814995227906,4.5154853312596135,CERTIFIED_PASS,True,True,True,PASS,15539.316938025877
