timestamp_utc,pack_ref,data_source,cache_path,n_assets_requested,n_assets_effective,min_points,raw_engine,raw_solver_ms_p50,raw_solver_ms_p95,raw_wall_ms_p50,raw_wall_ms_p95,selected_assets_sha256,python,platform,cpu_name,gpu_name,OMP_NUM_THREADS,OPENBLAS_NUM_THREADS
2026-02-15T21:51:31.470226+00:00,dist/prism_m2_pack_20260215_214739,real_cache_pickle,dist/prism_m2_pack_20260215_214739/data/prism_price_cache.pkl,100000,75257,40,factor-cpu,6887.97642,7642.4262348,,,7124583b607b171cd13600a2dc044c8689b114779167926d26808a6f8f64b793,3.12.3,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,Intel(R) Xeon(R) w5-3423,NVIDIA RTX 4000 Ada Generation,4,4
2026-02-15T21:51:55.321084+00:00,dist/prism_m2_pack_20260215_214739,real_cache_pickle,dist/prism_m2_pack_20260215_214739/data/prism_price_cache.pkl,100000,75257,40,factor-gpu,789.7243041992188,834.8555358886719,960.7569089857861,1015.2569157013204,7124583b607b171cd13600a2dc044c8689b114779167926d26808a6f8f64b793,3.12.3,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,Intel(R) Xeon(R) w5-3423,NVIDIA RTX 4000 Ada Generation,4,4
2026-02-15T21:49:21.076691+00:00,dist/prism_m2_pack_20260215_214739,real_cache_pickle,dist/prism_m2_pack_20260215_214739/data/prism_price_cache.pkl,20000,20000,40,factor-cpu,1340.489277,1751.4998433,,,7f1db97f7a0c9fa3ed545845f1edff9a865f219cdf5bc1dc38ee58e16279c882,3.12.3,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,Intel(R) Xeon(R) w5-3423,NVIDIA RTX 4000 Ada Generation,4,4
2026-02-15T21:49:51.743257+00:00,dist/prism_m2_pack_20260215_214739,real_cache_pickle,dist/prism_m2_pack_20260215_214739/data/prism_price_cache.pkl,20000,20000,40,factor-gpu,637.0725708007812,637.2345092773437,670.4153719474562,701.7954352719244,7f1db97f7a0c9fa3ed545845f1edff9a865f219cdf5bc1dc38ee58e16279c882,3.12.3,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,Intel(R) Xeon(R) w5-3423,NVIDIA RTX 4000 Ada Generation,4,4
2026-02-15T21:50:23.352281+00:00,dist/prism_m2_pack_20260215_214739,real_cache_pickle,dist/prism_m2_pack_20260215_214739/data/prism_price_cache.pkl,50000,50000,40,factor-cpu,3896.616891,3922.6559007,,,f9d72898c47bd3fd8f8e4cfdf9b4561232025bd15e11cca4fa0dc30f3bf5fabe,3.12.3,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,Intel(R) Xeon(R) w5-3423,NVIDIA RTX 4000 Ada Generation,4,4
2026-02-15T21:50:43.072785+00:00,dist/prism_m2_pack_20260215_214739,real_cache_pickle,dist/prism_m2_pack_20260215_214739/data/prism_price_cache.pkl,50000,50000,40,factor-gpu,711.87841796875,774.3082275390625,818.1951899896376,885.2289413975086,f9d72898c47bd3fd8f8e4cfdf9b4561232025bd15e11cca4fa0dc30f3bf5fabe,3.12.3,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,Intel(R) Xeon(R) w5-3423,NVIDIA RTX 4000 Ada Generation,4,4
