symbol,exchange,quoteType,is_primary,is_etf,is_adr,is_otc,security_type
DEI,NYSE,EQUITY,1,0,0,0,Common Stock
DELL,NYSE,EQUITY,1,0,0,0,Common Stock
DEO,NYSE,EQUITY,1,0,0,0,Common Stock
DERM,NASDAQ,EQUITY,1,0,0,0,Common Stock
DEVS,NASDAQ,EQUITY,1,0,0,0,Common Stock
DFDV,NASDAQ,EQUITY,1,0,0,0,Common Stock
DFH,NYSE,EQUITY,1,0,0,0,Common Stock
DFIN,NYSE,EQUITY,1,0,0,0,Common Stock
DFLI,NASDAQ,EQUITY,1,0,0,0,Common Stock
DFNS,NASDAQ,EQUITY,1,0,0,0,Common Stock
DFTX,NASDAQ,EQUITY,1,0,0,0,Common Stock
DG,NYSE,EQUITY,1,0,0,0,Common Stock
DGICA,NASDAQ,EQUITY,1,0,0,0,Common Stock
DGICB,NASDAQ,EQUITY,1,0,0,0,Common Stock
DGII,NASDAQ,EQUITY,1,0,0,0,Common Stock
DGNX,NASDAQ,EQUITY,1,0,0,0,Common Stock
DGX,NYSE,EQUITY,1,0,0,0,Common Stock
DGXX,NASDAQ,EQUITY,1,0,0,0,Common Stock
DH,NASDAQ,EQUITY,1,0,0,0,Common Stock
DHC,NASDAQ,EQUITY,1,0,0,0,Common Stock
DHI,NYSE,EQUITY,1,0,0,0,Common Stock
DHIL,NASDAQ,EQUITY,1,0,0,0,Common Stock
DHR,NYSE,EQUITY,1,0,0,0,Common Stock
DHT,NYSE,EQUITY,1,0,0,0,Common Stock
DHX,NYSE,EQUITY,1,0,0,0,Common Stock
DIBS,NASDAQ,EQUITY,1,0,0,0,Common Stock
DIN,NYSE,EQUITY,1,0,0,0,Common Stock
DINO,NYSE,EQUITY,1,0,0,0,Common Stock
DIOD,NASDAQ,EQUITY,1,0,0,0,Common Stock
DIS,NYSE,EQUITY,1,0,0,0,Common Stock
DJCO,NASDAQ,EQUITY,1,0,0,0,Common Stock
DJT,NASDAQ,EQUITY,1,0,0,0,Common Stock
DK,NYSE,EQUITY,1,0,0,0,Common Stock
DKI,NASDAQ,EQUITY,1,0,0,0,Common Stock
DKL,NYSE,EQUITY,1,0,0,0,Common Stock
DKNG,NASDAQ,EQUITY,1,0,0,0,Common Stock
DKS,NYSE,EQUITY,1,0,0,0,Common Stock
DLB,NYSE,EQUITY,1,0,0,0,Common Stock
DLHC,NASDAQ,EQUITY,1,0,0,0,Common Stock
DLNG,NYSE,EQUITY,1,0,0,0,Common Stock
DLO,NASDAQ,EQUITY,1,0,0,0,Common Stock
DLPN,NASDAQ,EQUITY,1,0,0,0,Common Stock
DLR,NYSE,EQUITY,1,0,0,0,Common Stock
DLTH,NASDAQ,EQUITY,1,0,0,0,Common Stock
DLTR,NASDAQ,EQUITY,1,0,0,0,Common Stock
DLX,NYSE,EQUITY,1,0,0,0,Common Stock
DLXY,NASDAQ,EQUITY,1,0,0,0,Common Stock
DMAA,NASDAQ,EQUITY,1,0,0,0,Common Stock
DMAC,NASDAQ,EQUITY,1,0,0,0,Common Stock
DMII,NASDAQ,EQUITY,1,0,0,0,Common Stock
DMLP,NASDAQ,EQUITY,1,0,0,0,Common Stock
DMRC,NASDAQ,EQUITY,1,0,0,0,Common Stock
DNA,NYSE,EQUITY,1,0,0,0,Common Stock
DNLI,NASDAQ,EQUITY,1,0,0,0,Common Stock
DNMX,NASDAQ,EQUITY,1,0,0,0,Common Stock
DNOW,NYSE,EQUITY,1,0,0,0,Common Stock
DNTH,NASDAQ,EQUITY,1,0,0,0,Common Stock
DNUT,NASDAQ,EQUITY,1,0,0,0,Common Stock
DOC,NYSE,EQUITY,1,0,0,0,Common Stock
DOCN,NYSE,EQUITY,1,0,0,0,Common Stock
DOCS,NYSE,EQUITY,1,0,0,0,Common Stock
DOCU,NASDAQ,EQUITY,1,0,0,0,Common Stock
DOGZ,NASDAQ,EQUITY,1,0,0,0,Common Stock
DOLE,NYSE,EQUITY,1,0,0,0,Common Stock
DOMH,NASDAQ,EQUITY,1,0,0,0,Common Stock
DOMO,NASDAQ,EQUITY,1,0,0,0,Common Stock
DOO,NASDAQ,EQUITY,1,0,0,0,Common Stock
DORM,NASDAQ,EQUITY,1,0,0,0,Common Stock
DOUG,NYSE,EQUITY,1,0,0,0,Common Stock
DOV,NYSE,EQUITY,1,0,0,0,Common Stock
DOW,NYSE,EQUITY,1,0,0,0,Common Stock
DOX,NASDAQ,EQUITY,1,0,0,0,Common Stock
DOYU,NASDAQ,EQUITY,1,0,0,0,Common Stock
DPRO,NASDAQ,EQUITY,1,0,0,0,Common Stock
DPZ,NASDAQ,EQUITY,1,0,0,0,Common Stock
DQ,NYSE,EQUITY,1,0,0,0,Common Stock
DRCT,NASDAQ,EQUITY,1,0,0,0,Common Stock
DRD,NYSE,EQUITY,1,0,0,0,Common Stock
DRDB,NASDAQ,EQUITY,1,0,0,0,Common Stock
DRH,NASDAQ,EQUITY,1,0,0,0,Common Stock
DRI,NYSE,EQUITY,1,0,0,0,Common Stock
DRIO,NASDAQ,EQUITY,1,0,0,0,Common Stock
DRMA,NASDAQ,EQUITY,1,0,0,0,Common Stock
DRS,NASDAQ,EQUITY,1,0,0,0,Common Stock
DRTS,NASDAQ,EQUITY,1,0,0,0,Common Stock
DRUG,NASDAQ,EQUITY,1,0,0,0,Common Stock
DRVN,NASDAQ,EQUITY,1,0,0,0,Common Stock
DSGN,NASDAQ,EQUITY,1,0,0,0,Common Stock
DSGR,NASDAQ,EQUITY,1,0,0,0,Common Stock
DSGX,NASDAQ,EQUITY,1,0,0,0,Common Stock
DSL,NYSE,EQUITY,1,0,0,0,Common Stock
DSP,NASDAQ,EQUITY,1,0,0,0,Common Stock
DSWL,NASDAQ,EQUITY,1,0,0,0,Common Stock
DSX,NYSE,EQUITY,1,0,0,0,Common Stock
DSY,NASDAQ,EQUITY,1,0,0,0,Common Stock
DT,NYSE,EQUITY,1,0,0,0,Common Stock
DTCX,NASDAQ,EQUITY,1,0,0,0,Common Stock
DTE,NYSE,EQUITY,1,0,0,0,Common Stock
DTI,NASDAQ,EQUITY,1,0,0,0,Common Stock
DTIL,NASDAQ,EQUITY,1,0,0,0,Common Stock
DTM,NYSE,EQUITY,1,0,0,0,Common Stock
DTSQ,NASDAQ,EQUITY,1,0,0,0,Common Stock
DTSS,NASDAQ,EQUITY,1,0,0,0,Common Stock
DTST,NASDAQ,EQUITY,1,0,0,0,Common Stock
DUK,NYSE,EQUITY,1,0,0,0,Common Stock
DUO,NASDAQ,EQUITY,1,0,0,0,Common Stock
DUOL,NASDAQ,EQUITY,1,0,0,0,Common Stock
DUOT,NASDAQ,EQUITY,1,0,0,0,Common Stock
DV,NYSE,EQUITY,1,0,0,0,Common Stock
DVA,NYSE,EQUITY,1,0,0,0,Common Stock
DVLT,NASDAQ,EQUITY,1,0,0,0,Common Stock
DVN,NYSE,EQUITY,1,0,0,0,Common Stock
DWSN,NASDAQ,EQUITY,1,0,0,0,Common Stock
DWTX,NASDAQ,EQUITY,1,0,0,0,Common Stock
DX,NYSE,EQUITY,1,0,0,0,Common Stock
DXC,NYSE,EQUITY,1,0,0,0,Common Stock
DXCM,NASDAQ,EQUITY,1,0,0,0,Common Stock
DXLG,NASDAQ,EQUITY,1,0,0,0,Common Stock
DXPE,NASDAQ,EQUITY,1,0,0,0,Common Stock
DXR,NASDAQ,EQUITY,1,0,0,0,Common Stock
DXST,NASDAQ,EQUITY,1,0,0,0,Common Stock
DY,NYSE,EQUITY,1,0,0,0,Common Stock
DYAI,NASDAQ,EQUITY,1,0,0,0,Common Stock
DYN,NASDAQ,EQUITY,1,0,0,0,Common Stock
DYOR,NASDAQ,EQUITY,1,0,0,0,Common Stock
E,NYSE,EQUITY,1,0,0,0,Common Stock
EA,NASDAQ,EQUITY,1,0,0,0,Common Stock
EAF,NYSE,EQUITY,1,0,0,0,Common Stock
EARN,NYSE,EQUITY,1,0,0,0,Common Stock
EAT,NYSE,EQUITY,1,0,0,0,Common Stock
EB,NYSE,EQUITY,1,0,0,0,Common Stock
EBAY,NASDAQ,EQUITY,1,0,0,0,Common Stock
EBC,NASDAQ,EQUITY,1,0,0,0,Common Stock
EBF,NYSE,EQUITY,1,0,0,0,Common Stock
EBMT,NASDAQ,EQUITY,1,0,0,0,Common Stock
EBON,NASDAQ,EQUITY,1,0,0,0,Common Stock
EBS,NYSE,EQUITY,1,0,0,0,Common Stock
EC,NYSE,EQUITY,1,0,0,0,Common Stock
ECBK,NASDAQ,EQUITY,1,0,0,0,Common Stock
ECC,NYSE,EQUITY,1,0,0,0,Common Stock
ECG,NYSE,EQUITY,1,0,0,0,Common Stock
ECL,NYSE,EQUITY,1,0,0,0,Common Stock
ECO,NYSE,EQUITY,1,0,0,0,Common Stock
ECOR,NASDAQ,EQUITY,1,0,0,0,Common Stock
ECPG,NASDAQ,EQUITY,1,0,0,0,Common Stock
ECVT,NYSE,EQUITY,1,0,0,0,Common Stock
ECX,NASDAQ,EQUITY,1,0,0,0,Common Stock
ED,NYSE,EQUITY,1,0,0,0,Common Stock
EDAP,NASDAQ,EQUITY,1,0,0,0,Common Stock
EDBL,NASDAQ,EQUITY,1,0,0,0,Common Stock
EDHL,NASDAQ,EQUITY,1,0,0,0,Common Stock
EDIT,NASDAQ,EQUITY,1,0,0,0,Common Stock
EDN,NYSE,EQUITY,1,0,0,0,Common Stock
EDRY,NASDAQ,EQUITY,1,0,0,0,Common Stock
EDSA,NASDAQ,EQUITY,1,0,0,0,Common Stock
EDTK,NASDAQ,EQUITY,1,0,0,0,Common Stock
EDU,NYSE,EQUITY,1,0,0,0,Common Stock
EDUC,NASDAQ,EQUITY,1,0,0,0,Common Stock
EE,NYSE,EQUITY,1,0,0,0,Common Stock
EEFT,NASDAQ,EQUITY,1,0,0,0,Common Stock
EEIQ,NASDAQ,EQUITY,1,0,0,0,Common Stock
EEX,NYSE,EQUITY,1,0,0,0,Common Stock
EFC,NYSE,EQUITY,1,0,0,0,Common Stock
EFOI,NASDAQ,EQUITY,1,0,0,0,Common Stock
EFSC,NASDAQ,EQUITY,1,0,0,0,Common Stock
EFSI,NASDAQ,EQUITY,1,0,0,0,Common Stock
EFTY,NASDAQ,EQUITY,1,0,0,0,Common Stock
EFX,NYSE,EQUITY,1,0,0,0,Common Stock
EFXT,NYSE,EQUITY,1,0,0,0,Common Stock
EG,NYSE,EQUITY,1,0,0,0,Common Stock
EGAN,NASDAQ,EQUITY,1,0,0,0,Common Stock
EGBN,NASDAQ,EQUITY,1,0,0,0,Common Stock
EGHA,NASDAQ,EQUITY,1,0,0,0,Common Stock
EGHT,NASDAQ,EQUITY,1,0,0,0,Common Stock
EGO,NYSE,EQUITY,1,0,0,0,Common Stock
EGP,NYSE,EQUITY,1,0,0,0,Common Stock
EGY,NYSE,EQUITY,1,0,0,0,Common Stock
EH,NASDAQ,EQUITY,1,0,0,0,Common Stock
EHAB,NYSE,EQUITY,1,0,0,0,Common Stock
EHC,NYSE,EQUITY,1,0,0,0,Common Stock
EHGO,NASDAQ,EQUITY,1,0,0,0,Common Stock
EHLD,NASDAQ,EQUITY,1,0,0,0,Common Stock
EHTH,NASDAQ,EQUITY,1,0,0,0,Common Stock
EIC,NYSE,EQUITY,1,0,0,0,Common Stock
EIG,NYSE,EQUITY,1,0,0,0,Common Stock
EIX,NYSE,EQUITY,1,0,0,0,Common Stock
EJH,NASDAQ,EQUITY,1,0,0,0,Common Stock
EKSO,NASDAQ,EQUITY,1,0,0,0,Common Stock
EL,NYSE,EQUITY,1,0,0,0,Common Stock
ELAB,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELAN,NYSE,EQUITY,1,0,0,0,Common Stock
ELBM,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELDN,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELE,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELF,NYSE,EQUITY,1,0,0,0,Common Stock
ELME,NYSE,EQUITY,1,0,0,0,Common Stock
ELOG,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELPC,NYSE,EQUITY,1,0,0,0,Common Stock
ELPW,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELS,NYSE,EQUITY,1,0,0,0,Common Stock
ELSE,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELTK,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELTX,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELUT,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELV,NYSE,EQUITY,1,0,0,0,Common Stock
ELVA,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELVN,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELVR,NASDAQ,EQUITY,1,0,0,0,Common Stock
ELWT,NASDAQ,EQUITY,1,0,0,0,Common Stock
EM,NASDAQ,EQUITY,1,0,0,0,Common Stock
EMA,NYSE,EQUITY,1,0,0,0,Common Stock
EMBC,NASDAQ,EQUITY,1,0,0,0,Common Stock
EMBJ,NYSE,EQUITY,1,0,0,0,Common Stock
EME,NYSE,EQUITY,1,0,0,0,Common Stock
EMIS,NASDAQ,EQUITY,1,0,0,0,Common Stock
EML,NASDAQ,EQUITY,1,0,0,0,Common Stock
EMN,NYSE,EQUITY,1,0,0,0,Common Stock
EMPD,NASDAQ,EQUITY,1,0,0,0,Common Stock
EMPG,NASDAQ,EQUITY,1,0,0,0,Common Stock
EMR,NYSE,EQUITY,1,0,0,0,Common Stock
ENB,NYSE,EQUITY,1,0,0,0,Common Stock
ENGN,NASDAQ,EQUITY,1,0,0,0,Common Stock
ENGS,NASDAQ,EQUITY,1,0,0,0,Common Stock
ENIC,NYSE,EQUITY,1,0,0,0,Common Stock
ENLT,NASDAQ,EQUITY,1,0,0,0,Common Stock
ENLV,NASDAQ,EQUITY,1,0,0,0,Common Stock
ENOV,NYSE,EQUITY,1,0,0,0,Common Stock
ENPH,NASDAQ,EQUITY,1,0,0,0,Common Stock
ENR,NYSE,EQUITY,1,0,0,0,Common Stock
ENS,NYSE,EQUITY,1,0,0,0,Common Stock
ENSC,NASDAQ,EQUITY,1,0,0,0,Common Stock
ENSG,NASDAQ,EQUITY,1,0,0,0,Common Stock
ENTA,NASDAQ,EQUITY,1,0,0,0,Common Stock
ENTG,NASDAQ,EQUITY,1,0,0,0,Common Stock
ENTX,NASDAQ,EQUITY,1,0,0,0,Common Stock
ENVA,NYSE,EQUITY,1,0,0,0,Common Stock
ENVB,NASDAQ,EQUITY,1,0,0,0,Common Stock
ENVX,NASDAQ,EQUITY,1,0,0,0,Common Stock
EOG,NYSE,EQUITY,1,0,0,0,Common Stock
EOLS,NASDAQ,EQUITY,1,0,0,0,Common Stock
EOSE,NASDAQ,EQUITY,1,0,0,0,Common Stock
EPAC,NYSE,EQUITY,1,0,0,0,Common Stock
EPAM,NYSE,EQUITY,1,0,0,0,Common Stock
EPC,NYSE,EQUITY,1,0,0,0,Common Stock
EPD,NYSE,EQUITY,1,0,0,0,Common Stock
EPOW,NASDAQ,EQUITY,1,0,0,0,Common Stock
EPR,NYSE,EQUITY,1,0,0,0,Common Stock
EPRT,NYSE,EQUITY,1,0,0,0,Common Stock
EPRX,NASDAQ,EQUITY,1,0,0,0,Common Stock
EPSM,NASDAQ,EQUITY,1,0,0,0,Common Stock
EPSN,NASDAQ,EQUITY,1,0,0,0,Common Stock
EQ,NASDAQ,EQUITY,1,0,0,0,Common Stock
EQBK,NYSE,EQUITY,1,0,0,0,Common Stock
EQH,NYSE,EQUITY,1,0,0,0,Common Stock
EQIX,NASDAQ,EQUITY,1,0,0,0,Common Stock
EQNR,NYSE,EQUITY,1,0,0,0,Common Stock
EQR,NYSE,EQUITY,1,0,0,0,Common Stock
EQS,NYSE,EQUITY,1,0,0,0,Common Stock
EQT,NYSE,EQUITY,1,0,0,0,Common Stock
ERAS,NASDAQ,EQUITY,1,0,0,0,Common Stock
ERIC,NASDAQ,EQUITY,1,0,0,0,Common Stock
ERIE,NASDAQ,EQUITY,1,0,0,0,Common Stock
ERII,NASDAQ,EQUITY,1,0,0,0,Common Stock
ERNA,NASDAQ,EQUITY,1,0,0,0,Common Stock
ERO,NYSE,EQUITY,1,0,0,0,Common Stock
ES,NYSE,EQUITY,1,0,0,0,Common Stock
ESAB,NYSE,EQUITY,1,0,0,0,Common Stock
ESCA,NASDAQ,EQUITY,1,0,0,0,Common Stock
ESE,NYSE,EQUITY,1,0,0,0,Common Stock
ESEA,NASDAQ,EQUITY,1,0,0,0,Common Stock
ESGL,NASDAQ,EQUITY,1,0,0,0,Common Stock
ESHA,NASDAQ,EQUITY,1,0,0,0,Common Stock
ESI,NYSE,EQUITY,1,0,0,0,Common Stock
ESLA,NASDAQ,EQUITY,1,0,0,0,Common Stock
ESLT,NASDAQ,EQUITY,1,0,0,0,Common Stock
ESNT,NYSE,EQUITY,1,0,0,0,Common Stock
ESOA,NASDAQ,EQUITY,1,0,0,0,Common Stock
ESPR,NASDAQ,EQUITY,1,0,0,0,Common Stock
ESQ,NASDAQ,EQUITY,1,0,0,0,Common Stock
ESRT,NYSE,EQUITY,1,0,0,0,Common Stock
ESS,NYSE,EQUITY,1,0,0,0,Common Stock
ESTA,NASDAQ,EQUITY,1,0,0,0,Common Stock
ESTC,NYSE,EQUITY,1,0,0,0,Common Stock
ET,NYSE,EQUITY,1,0,0,0,Common Stock
ETD,NYSE,EQUITY,1,0,0,0,Common Stock
ETHM,NASDAQ,EQUITY,1,0,0,0,Common Stock
ETHZ,NASDAQ,EQUITY,1,0,0,0,Common Stock
ETN,NYSE,EQUITY,1,0,0,0,Common Stock
ETON,NASDAQ,EQUITY,1,0,0,0,Common Stock
ETOR,NASDAQ,EQUITY,1,0,0,0,Common Stock
ETR,NYSE,EQUITY,1,0,0,0,Common Stock
ETS,NASDAQ,EQUITY,1,0,0,0,Common Stock
ETSY,NASDAQ,EQUITY,1,0,0,0,Common Stock
EU,NASDAQ,EQUITY,1,0,0,0,Common Stock
EUDA,NASDAQ,EQUITY,1,0,0,0,Common Stock
EURK,NASDAQ,EQUITY,1,0,0,0,Common Stock
EVAC,NYSE,EQUITY,1,0,0,0,Common Stock
EVAX,NASDAQ,EQUITY,1,0,0,0,Common Stock
EVC,NYSE,EQUITY,1,0,0,0,Common Stock
EVCM,NASDAQ,EQUITY,1,0,0,0,Common Stock
EVER,NASDAQ,EQUITY,1,0,0,0,Common Stock
EVEX,NYSE,EQUITY,1,0,0,0,Common Stock
EVGN,NASDAQ,EQUITY,1,0,0,0,Common Stock
EVGO,NASDAQ,EQUITY,1,0,0,0,Common Stock
EVH,NYSE,EQUITY,1,0,0,0,Common Stock
EVLV,NASDAQ,EQUITY,1,0,0,0,Common Stock
EVMN,NYSE,EQUITY,1,0,0,0,Common Stock
EVO,NASDAQ,EQUITY,1,0,0,0,Common Stock
EVOX,NASDAQ,EQUITY,1,0,0,0,Common Stock
EVR,NYSE,EQUITY,1,0,0,0,Common Stock
EVRG,NASDAQ,EQUITY,1,0,0,0,Common Stock
EVTC,NYSE,EQUITY,1,0,0,0,Common Stock
EVTL,NYSE,EQUITY,1,0,0,0,Common Stock
EVTV,NASDAQ,EQUITY,1,0,0,0,Common Stock
EW,NYSE,EQUITY,1,0,0,0,Common Stock
EWBC,NASDAQ,EQUITY,1,0,0,0,Common Stock
EWCZ,NASDAQ,EQUITY,1,0,0,0,Common Stock
EWTX,NASDAQ,EQUITY,1,0,0,0,Common Stock
EXAS,NASDAQ,EQUITY,1,0,0,0,Common Stock
EXC,NASDAQ,EQUITY,1,0,0,0,Common Stock
EXE,NASDAQ,EQUITY,1,0,0,0,Common Stock
EXEL,NASDAQ,EQUITY,1,0,0,0,Common Stock
EXFY,NASDAQ,EQUITY,1,0,0,0,Common Stock
EXK,NYSE,EQUITY,1,0,0,0,Common Stock
EXLS,NASDAQ,EQUITY,1,0,0,0,Common Stock
EXOZ,NASDAQ,EQUITY,1,0,0,0,Common Stock
EXP,NYSE,EQUITY,1,0,0,0,Common Stock
EXPD,NYSE,EQUITY,1,0,0,0,Common Stock
EXPE,NASDAQ,EQUITY,1,0,0,0,Common Stock
EXPI,NASDAQ,EQUITY,1,0,0,0,Common Stock
EXPO,NASDAQ,EQUITY,1,0,0,0,Common Stock
EXR,NYSE,EQUITY,1,0,0,0,Common Stock
EXTR,NASDAQ,EQUITY,1,0,0,0,Common Stock
EYE,NASDAQ,EQUITY,1,0,0,0,Common Stock
EYPT,NASDAQ,EQUITY,1,0,0,0,Common Stock
EZGO,NASDAQ,EQUITY,1,0,0,0,Common Stock
EZPW,NASDAQ,EQUITY,1,0,0,0,Common Stock
EZRA,NASDAQ,EQUITY,1,0,0,0,Common Stock
F,NYSE,EQUITY,1,0,0,0,Common Stock
FA,NASDAQ,EQUITY,1,0,0,0,Common Stock
FACT,NASDAQ,EQUITY,1,0,0,0,Common Stock
FAF,NYSE,EQUITY,1,0,0,0,Common Stock
FAMI,NASDAQ,EQUITY,1,0,0,0,Common Stock
FANG,NASDAQ,EQUITY,1,0,0,0,Common Stock
FARM,NASDAQ,EQUITY,1,0,0,0,Common Stock
FAST,NASDAQ,EQUITY,1,0,0,0,Common Stock
FATE,NASDAQ,EQUITY,1,0,0,0,Common Stock
FATN,NASDAQ,EQUITY,1,0,0,0,Common Stock
FBGL,NASDAQ,EQUITY,1,0,0,0,Common Stock
FBIN,NYSE,EQUITY,1,0,0,0,Common Stock
FBIO,NASDAQ,EQUITY,1,0,0,0,Common Stock
FBIZ,NASDAQ,EQUITY,1,0,0,0,Common Stock
FBK,NYSE,EQUITY,1,0,0,0,Common Stock
FBLA,NASDAQ,EQUITY,1,0,0,0,Common Stock
FBLG,NASDAQ,EQUITY,1,0,0,0,Common Stock
FBNC,NASDAQ,EQUITY,1,0,0,0,Common Stock
FBP,NYSE,EQUITY,1,0,0,0,Common Stock
FBRT,NYSE,EQUITY,1,0,0,0,Common Stock
FBRX,NASDAQ,EQUITY,1,0,0,0,Common Stock
FBYD,NASDAQ,EQUITY,1,0,0,0,Common Stock
FC,NYSE,EQUITY,1,0,0,0,Common Stock
FCAP,NASDAQ,EQUITY,1,0,0,0,Common Stock
FCBC,NASDAQ,EQUITY,1,0,0,0,Common Stock
FCCO,NASDAQ,EQUITY,1,0,0,0,Common Stock
FCEL,NASDAQ,EQUITY,1,0,0,0,Common Stock
FCF,NYSE,EQUITY,1,0,0,0,Common Stock
FCFS,NASDAQ,EQUITY,1,0,0,0,Common Stock
FCHL,NASDAQ,EQUITY,1,0,0,0,Common Stock
FCN,NYSE,EQUITY,1,0,0,0,Common Stock
FCNCA,NASDAQ,EQUITY,1,0,0,0,Common Stock
FCPT,NYSE,EQUITY,1,0,0,0,Common Stock
FCRS,NYSE,EQUITY,1,0,0,0,Common Stock
FCUV,NASDAQ,EQUITY,1,0,0,0,Common Stock
FCX,NYSE,EQUITY,1,0,0,0,Common Stock
FDBC,NASDAQ,EQUITY,1,0,0,0,Common Stock
FDMT,NASDAQ,EQUITY,1,0,0,0,Common Stock
FDP,NYSE,EQUITY,1,0,0,0,Common Stock
FDS,NYSE,EQUITY,1,0,0,0,Common Stock
FDSB,NASDAQ,EQUITY,1,0,0,0,Common Stock
FDUS,NASDAQ,EQUITY,1,0,0,0,Common Stock
FDX,NYSE,EQUITY,1,0,0,0,Common Stock
FE,NYSE,EQUITY,1,0,0,0,Common Stock
FEAM,NASDAQ,EQUITY,1,0,0,0,Common Stock
FEBO,NASDAQ,EQUITY,1,0,0,0,Common Stock
FEDU,NYSE,EQUITY,1,0,0,0,Common Stock
FEED,NASDAQ,EQUITY,1,0,0,0,Common Stock
FEIM,NASDAQ,EQUITY,1,0,0,0,Common Stock
FELE,NASDAQ,EQUITY,1,0,0,0,Common Stock
FEMY,NASDAQ,EQUITY,1,0,0,0,Common Stock
FENC,NASDAQ,EQUITY,1,0,0,0,Common Stock
FENG,NYSE,EQUITY,1,0,0,0,Common Stock
FER,NASDAQ,EQUITY,1,0,0,0,Common Stock
FERA,NASDAQ,EQUITY,1,0,0,0,Common Stock
FERG,NYSE,EQUITY,1,0,0,0,Common Stock
FET,NYSE,EQUITY,1,0,0,0,Common Stock
FF,NYSE,EQUITY,1,0,0,0,Common Stock
FFAI,NASDAQ,EQUITY,1,0,0,0,Common Stock
FFBC,NASDAQ,EQUITY,1,0,0,0,Common Stock
FFIC,NASDAQ,EQUITY,1,0,0,0,Common Stock
FFIN,NASDAQ,EQUITY,1,0,0,0,Common Stock
FFIV,NASDAQ,EQUITY,1,0,0,0,Common Stock
FFWM,NYSE,EQUITY,1,0,0,0,Common Stock
FG,NYSE,EQUITY,1,0,0,0,Common Stock
FGBI,NASDAQ,EQUITY,1,0,0,0,Common Stock
FGI,NASDAQ,EQUITY,1,0,0,0,Common Stock
FGL,NASDAQ,EQUITY,1,0,0,0,Common Stock
FGMC,NASDAQ,EQUITY,1,0,0,0,Common Stock
FGNX,NASDAQ,EQUITY,1,0,0,0,Common Stock
FHB,NASDAQ,EQUITY,1,0,0,0,Common Stock
FHI,NYSE,EQUITY,1,0,0,0,Common Stock
FHN,NYSE,EQUITY,1,0,0,0,Common Stock
FHTX,NASDAQ,EQUITY,1,0,0,0,Common Stock
FIBK,NASDAQ,EQUITY,1,0,0,0,Common Stock
FICO,NYSE,EQUITY,1,0,0,0,Common Stock
FIG,NYSE,EQUITY,1,0,0,0,Common Stock
FIGR,NASDAQ,EQUITY,1,0,0,0,Common Stock
FIGS,NYSE,EQUITY,1,0,0,0,Common Stock
FIGX,NASDAQ,EQUITY,1,0,0,0,Common Stock
FIHL,NYSE,EQUITY,1,0,0,0,Common Stock
FINV,NYSE,EQUITY,1,0,0,0,Common Stock
FINW,NASDAQ,EQUITY,1,0,0,0,Common Stock
FIP,NASDAQ,EQUITY,1,0,0,0,Common Stock
FIS,NYSE,EQUITY,1,0,0,0,Common Stock
FISI,NASDAQ,EQUITY,1,0,0,0,Common Stock
FISV,NASDAQ,EQUITY,1,0,0,0,Common Stock
FITB,NASDAQ,EQUITY,1,0,0,0,Common Stock
FIVE,NASDAQ,EQUITY,1,0,0,0,Common Stock
FIVN,NASDAQ,EQUITY,1,0,0,0,Common Stock
FIX,NYSE,EQUITY,1,0,0,0,Common Stock
FIZZ,NASDAQ,EQUITY,1,0,0,0,Common Stock
FKWL,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLD,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLEX,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLG,NYSE,EQUITY,1,0,0,0,Common Stock
FLGT,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLL,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLNC,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLNG,NYSE,EQUITY,1,0,0,0,Common Stock
FLNT,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLO,NYSE,EQUITY,1,0,0,0,Common Stock
FLOC,NYSE,EQUITY,1,0,0,0,Common Stock
FLR,NYSE,EQUITY,1,0,0,0,Common Stock
FLS,NYSE,EQUITY,1,0,0,0,Common Stock
FLUT,NYSE,EQUITY,1,0,0,0,Common Stock
FLUX,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLWS,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLX,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLXS,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLY,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLYE,NASDAQ,EQUITY,1,0,0,0,Common Stock
FLYW,NASDAQ,EQUITY,1,0,0,0,Common Stock
FMAO,NASDAQ,EQUITY,1,0,0,0,Common Stock
FMBH,NASDAQ,EQUITY,1,0,0,0,Common Stock
